COD,Name,Date,Validity,Description,Category,Social,Byproducts,Deviance,Francoism (until 1978),Constitution (after 1978),European Union (after 1985),Crisis (After 2007),Population (Biopolitics),How - Population,Security (Conduct),How - Security,Territory (Sovereignty),How - territory,Ecology,How - ecology,Economics,How - economics,Terrorism,How - terrorism,Toxicity,How - toxicity,Gender,How - gender,Sexuality,How - sexuality,Race,How - race,Class,How - class
VPMA_5,x7,12/07/1958,1958-1968,In 1955 the legislation regarding public housing multiplies remarcably from 3 laws in 1954 to 11 in 1955,F,No,Yes,No,Yes,No,No,No,Yes,"Dominio_público, Afecta_población, Creación_de_empleo, Riqueza_conjunto_sociedad, Riesgo_salud_humana, Peligro_Salud_hombre, Bienestar_social, Interés_público, Interés_del_país, Créditos_finalidad_social, Obra_social, Familia, Justicia_social, Impulsar_propiedad_vivienda, Crecimiento_urbano, Factores_económicos_sociales_culturales, Afecta_acreedor, Impulsar_mercado_hipotecario_préstamos_hipotecarios, Alquiler_social, Clase_media, Hacinamiento_urbano, Vida_en_condiciones_extremadamente_deficientes, Escaso_poder_económico_de_familias, Al_margen_de_protección_del_estado, Razón_moral, Clases_económicamente_más_débiles",Yes,"Sujetos_obligados_al_pago, Estado_responsable, Mecanismos_de_responsabilidad, Valoración_daños, Evaluación_riesgo, Obligaciones_asumidas, Programación_social_económica",Yes,"España, Territorio_nacional_estado_miembro, Soberanía, Banco_España, Guerra_liberación, Reconstrucción_nacional, Instituto_crédito_reconstrucción_nacional",No,No,Yes,"Expropiación_forzosa, Servicio_público, Crédito_extraordinarios, Actividad_empresas, Política_de_vivienda, Capital_privado, Banca_privada, Crédito, Sistema_de_crédito, Construcción_obras_públicas, Viviendas_protección_estatal, Crédito_oficial, Fundamento_libertad_Iniciativa_privada, Sector_inmobiliario_mercado, Construcción_inmuebles_vivendas ",No,No,Yes,"Desempleo, Privación_vivienda, Deshaucio, Exclusión_social",No,No,No,No,No,No,Yes,"Clase_media, Escaso_poder_económico_de_familias, Clases_económicamente_más_débiles"
DMLMA_17,Ley de Régimen Jurídico Fiscal de las Sociedades de Inversión Mobiliaria de 26 de diciembre de 1958 (Gazeta),26/12/1958,1958-1984,Inversión Mobiliaria under franco,F,No,Yes,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,
VPMA_6,x10,29/01/1959,1959-1968,In 1955 the legislation regarding public housing multiplies remarcably from 3 laws in 1954 to 11 in 1955,F,No,Yes,No,Yes,No,No,No,Yes,"Dominio_público, Afecta_población, Creación_de_empleo, Riqueza_conjunto_sociedad, Riesgo_salud_humana, Peligro_Salud_hombre, Bienestar_social, Interés_público, Interés_del_país, Créditos_finalidad_social, Obra_social, Familia, Justicia_social, Impulsar_propiedad_vivienda, Crecimiento_urbano, Factores_económicos_sociales_culturales, Afecta_acreedor, Impulsar_mercado_hipotecario_préstamos_hipotecarios, Alquiler_social, Clase_media, Hacinamiento_urbano, Vida_en_condiciones_extremadamente_deficientes, Escaso_poder_económico_de_familias, Al_margen_de_protección_del_estado, Razón_moral, Clases_económicamente_más_débiles",Yes,"Sujetos_obligados_al_pago, Estado_responsable, Mecanismos_de_responsabilidad, Valoración_daños, Evaluación_riesgo, Obligaciones_asumidas, Programación_social_económica",Yes,"España, Territorio_nacional_estado_miembro, Soberanía, Banco_España, Guerra_liberación, Reconstrucción_nacional, Instituto_crédito_reconstrucción_nacional",No,No,Yes,"Expropiación_forzosa, Servicio_público, Crédito_extraordinarios, Actividad_empresas, Política_de_vivienda, Capital_privado, Banca_privada, Crédito, Sistema_de_crédito, Construcción_obras_públicas, Viviendas_protección_estatal, Crédito_oficial, Fundamento_libertad_Iniciativa_privada, Sector_inmobiliario_mercado, Construcción_inmuebles_vivendas ",No,No,Yes,"Desempleo, Privación_vivienda, Deshaucio, Exclusión_social",No,No,No,No,No,No,Yes,"Clase_media, Escaso_poder_económico_de_familias, Clases_económicamente_más_débiles"
DMDLMA_2,"Decreto-ley 10/1959, de 21 de julio de Ordenación económica",21/07/1959,1959-1964,Plan de estabilización pre planes de desarrollo,F,Yes,No,No,Yes,No,No,No,Yes,"Equilibrio_económico_financiero, Afecta_ciudadanos, Mejorar_calidad_de_vida, Renta_per_cápita_y_de_empleo, Crecimiento_económico_progreso_desarrollo, Bajos_niveles_renta_ahorro, Nueva_etapa_nuestra_vida_comercial, Estabilidad_interna, Nuestra_vida_económica",Yes,"Responsabilidad_gobierno, Estado_responsable, Sistema_de_prevención, Obligaciones_asumidas, Cesan_obligaciones",Yes,"Necesidad_interior, Mercado_español_economía, Global, Economías_más_desarrolladas, Mercado_interior, Guerra_liberación, Reconstrucción_nacional, Apertura_exterior",No,No,Yes,"Monopolio, Petróleo, Crédito_extraordinario, Adaptación, Libre_comercialización_circulación, Liberalización, Deuda, Flexibilización, Economías_desarrolladas, Mercado, Compra_venta, Afecta_mercado, Intervención_administrativa, Crédito, Insuficiencia_recursos, Tareas_abastecimiento, Integración_organizaciónes_económicas, Ahorro_gasto_inversión, Suprimir_intervenciones, Demanda_producción, Normalidad_comercio, Deuda_pública",No,No,No,No,No,No,No,No,No,No,Yes,Bajos_niveles_renta_ahorro
DIAMA_1,Admission of Spain to OEEC,02/10/1959,1959-1960,HAVE THEREFORE AGREED on the following provisions for the reconstitution of the Organisation for European Economic Co-operation as the Organisation for Economic Co-operation and Development:,F,Yes,No,No,Yes,Yes,Yes,Yes,Yes,"Equilibrio_económico_financiero, Consumidores_usuarios, Dominio_público, Mejorar_calidad_de_vida, Afecta_trabajadores, Afecta_población, Protección_del_consumidor, Crecimiento_económico_progreso_desarrollo, Creación_de_empleo, Estabilidad_interna, Plan_general_desarrollo_económico_social, Estabilidad_externa",No,No,Yes,"Europa, Mercado_español_economía, España, Global, Economías_más_desarrolladas, Banco_España, Estados_Unidos",No,No,Yes,"Byproducts, Industria_turística, Petróleo, Estructuras_industriales_comerciales, Energía, Servicio_público, Libre_comercialización_circulación, Liberalización, Entidades_financieras_crédito, Flexibilización, Crecimiento_económico_progreso_desarrollo, Economías_desarrolladas, Competencia, Recuperación_económica, Aumento_progresivo_del_consumo_de_petróleo, Aumento_demanda_energía, Política_crediticia_sistema_crediticio, Capital_privado, Banca_privada, Préstamo_ultramar_ Capital_extranjero, Crédito, Insuficiencia_recursos, Ahorro_gasto_inversión, Deuda_pública, Plan_general_desarrollo_económico_social, Inversión, Expansión_industrial, Deuda_soberana, Reducir_inflación",No,No,Yes,"Desviaciones_disfunciones, Guerra_civil, Dificultades_financieras",No,No,No,No,No,No,No,No
VPMA_7,x5,28/01/1960,1960-1968,In 1955 the legislation regarding public housing multiplies remarcably from 3 laws in 1954 to 11 in 1955,F,No,Yes,No,Yes,No,No,No,Yes,"Dominio_público, Afecta_población, Creación_de_empleo, Riqueza_conjunto_sociedad, Riesgo_salud_humana, Peligro_Salud_hombre, Bienestar_social, Interés_público, Interés_del_país, Créditos_finalidad_social, Obra_social, Familia, Justicia_social, Impulsar_propiedad_vivienda, Crecimiento_urbano, Factores_económicos_sociales_culturales, Afecta_acreedor, Impulsar_mercado_hipotecario_préstamos_hipotecarios, Alquiler_social, Clase_media, Hacinamiento_urbano, Vida_en_condiciones_extremadamente_deficientes, Escaso_poder_económico_de_familias, Al_margen_de_protección_del_estado, Razón_moral, Clases_económicamente_más_débiles",Yes,"Sujetos_obligados_al_pago, Estado_responsable, Mecanismos_de_responsabilidad, Valoración_daños, Evaluación_riesgo, Obligaciones_asumidas, Programación_social_económica",Yes,"España, Territorio_nacional_estado_miembro, Soberanía, Banco_España, Guerra_liberación, Reconstrucción_nacional, Instituto_crédito_reconstrucción_nacional",No,No,Yes,"Expropiación_forzosa, Servicio_público, Crédito_extraordinarios, Actividad_empresas, Política_de_vivienda, Capital_privado, Banca_privada, Crédito, Sistema_de_crédito, Construcción_obras_públicas, Viviendas_protección_estatal, Crédito_oficial, Fundamento_libertad_Iniciativa_privada, Sector_inmobiliario_mercado, Construcción_inmuebles_vivendas ",No,No,Yes,"Desempleo, Privación_vivienda, Deshaucio, Exclusión_social",No,No,No,No,No,No,Yes,"Clase_media, Escaso_poder_económico_de_familias, Clases_económicamente_más_débiles"
DIREMA_1,reconstitution of the Organisation for European Economic Co-operation as the Organisation for Economic Co-operation and Development,14/12/1960,1960-2015,"The aims of the Organisation for Economic Co-operation and Development (hereinafter called the ""Organisation"") shall be to promote policies designed:(a) to achieve the highest sustainable economic growth and employment and a rising standard of living in Member countries, while maintaining financial stability, and thus to contribute to the development of the world economy;",F,Yes,No,No,Yes,Yes,Yes,Yes,Yes,"Crecimiento_económico_progreso_desarrollo, Bienestar_social, Individualidad_personal, Libertad, Paz",No,No,Yes,"Europa, Global",No,No,Yes,"Libre_comercialización_circulación, Liberalización, Crecimiento_económico_progreso_desarrollo, Economías_desarrolladas, Estabilidad_macroéconómica_financiera, Competencia, Recuperación_económica",No,No,No,No,No,No,No,No,No,No,No,No
VPMA_8,x10,24/01/1961,1961-1968,In 1955 the legislation regarding public housing multiplies remarcably from 3 laws in 1954 to 11 in 1955,F,No,Yes,No,Yes,No,No,No,Yes,"Dominio_público, Afecta_población, Creación_de_empleo, Riqueza_conjunto_sociedad, Riesgo_salud_humana, Peligro_Salud_hombre, Bienestar_social, Interés_público, Interés_del_país, Créditos_finalidad_social, Obra_social, Familia, Justicia_social, Impulsar_propiedad_vivienda, Crecimiento_urbano, Factores_económicos_sociales_culturales, Afecta_acreedor, Impulsar_mercado_hipotecario_préstamos_hipotecarios, Alquiler_social, Clase_media, Hacinamiento_urbano, Vida_en_condiciones_extremadamente_deficientes, Escaso_poder_económico_de_familias, Al_margen_de_protección_del_estado, Razón_moral, Clases_económicamente_más_débiles",Yes,"Sujetos_obligados_al_pago, Estado_responsable, Mecanismos_de_responsabilidad, Valoración_daños, Evaluación_riesgo, Obligaciones_asumidas, Programación_social_económica",Yes,"España, Territorio_nacional_estado_miembro, Soberanía, Banco_España, Guerra_liberación, Reconstrucción_nacional, Instituto_crédito_reconstrucción_nacional",No,No,Yes,"Expropiación_forzosa, Servicio_público, Crédito_extraordinarios, Actividad_empresas, Política_de_vivienda, Capital_privado, Banca_privada, Crédito, Sistema_de_crédito, Construcción_obras_públicas, Viviendas_protección_estatal, Crédito_oficial, Fundamento_libertad_Iniciativa_privada, Sector_inmobiliario_mercado, Construcción_inmuebles_vivendas ",No,No,Yes,"Desempleo, Privación_vivienda, Deshaucio, Exclusión_social",No,No,No,No,No,No,Yes,"Clase_media, Escaso_poder_económico_de_familias, Clases_económicamente_más_débiles"
VPLMA_3,"Ley 84/1961, de 23 de diciembre, sobre Plan Nacional de la Vivienda para el periodo 1961-1976.",23/12/1961,1971-1976,"La ejecución del Plan se proyectará en períodos cuatrienales coordinados con los planes generales de desarrollo económico del país. El primero de esos períodos cuatrienales entrará en vigor en primero de enero de mil novecientos sesenta y dos, y tendrá como finalidad la construcción en cada año del número de viviendas que corresponda a los años respectivos.",F,No,Yes,No,Yes,No,No,No,Yes,Plan_general_desarrollo_económico_social,No,No,Yes,"Mercado_español_economía, España, Territorio_nacional",No,No,Yes,"Servicio_público, Urgencia, Eficiencia, Política_de_vivienda, Plan_general_desarrollo_económico_social, Construcción_obras_públicas, Viviendas_protección_estatal, Mercado_hipotecario, Construcción_inmuebles_vivendas ",No,No,No,No,No,No,No,No,No,No,No,No
VPMA_9,x11,01/02/1962,1962-1968,In 1955 the legislation regarding public housing multiplies remarcably from 3 laws in 1954 to 11 in 1955,F,No,Yes,No,Yes,No,No,No,Yes,Plan_general_desarrollo_económico_social,No,No,Yes,"Mercado_español_economía, España, Territorio_nacional",No,No,Yes,"Servicio_público, Urgencia, Eficiencia, Política_de_vivienda, Plan_general_desarrollo_económico_social, Construcción_obras_públicas, Viviendas_protección_estatal, Mercado_hipotecario, Construcción_inmuebles_vivendas ",No,No,No,No,No,No,No,No,No,No,No,No
DMLMA_32,"Ley 2/1962, de 14 de abril, sobre bases de ordenación del crédito y de la Banca.",14/04/1962,1962-1991,"La puesta en práctica, en un futuro próximo, de un Plan General de Desarrollo de la Economía Española exige un previo examen de los instrumentos de que se dispone para acometer con éxito esa transcendental tarea. Uno de esos instrumentos, quizá el más valioso, es el sistema bancario y la organización crediticia oficial, en los que se ha de apoyar, en gran medida, la financiación del Plan, para lo cual es preciso que el conjunto de instituciones que integran aquéllos fucionen armónica y coordinadamente, sin fallos, interferencias, ni vacíos, en forma tal que, estimulando por los medios adecuados la formación del ahorro, se logre canalizarlo convenientemente hacia la inversión.",F,Yes,No,No,Yes,Yes,Yes,No,Yes,"Esencial_para_desenvolvimiento_de_economía_española, Crisis_económica_austeridad, Crecimiento_económico_progreso_desarrollo, Riqueza_conjunto_sociedad, Estabilidad_interna, Plan_general_desarrollo_económico_social, Factores_económicos_sociales_culturales, Proteger_estabilidad_financiera, Orden_público_económico, Libertad, Valores_económicos_subórdinados_a_social",No,No,Yes,"Nacionalización, Mercado_español_economía, Economías_más_desarrolladas, Dependencia_exterior, Banco_España, Guerra_liberación, Función_esencial",No,No,Yes,"Servicio_público, Actividad_empresas, Crecimiento_económico_progreso_desarrollo, Economías_desarrolladas, Financiación_empresarial, Política_crediticia_sistema_crediticio, Banca_privada, Préstamo_ultramar_ Capital_extranjero, Crédito, Ahorro_gasto_inversión, Política_monetaria, Plan_general_desarrollo_económico_social, Inversión, Sistema_de_crédito, Crédito_impulsor_regulador_actividad_económica, Crédito_oficial, Fundamento_libertad_Iniciativa_privada, Creación_empresas, Sistema_bancario",No,No,Yes,Saneamiento,No,No,No,No,No,No,No,No
DMDLMA_1,"Decreto-Ley 18/1962, de 7 de junio, de nacionalización y reorganización del Banco de España.",07/06/1962,1962-2015,"The 1946 law of “Ordenación Bancaria” was reorganized first in 1962. The 1962 law, with the objective to “adaptar las políticas monetaria y de crédito a las nuevas circunstancias y perspectivas de la economía española” (1962: 8106) conferred to the Bank of Spain the following functions “la emisión de billetes de curso legal […]; realizará el servicio de Tesorería del Estado y el financiero de la Deuda del Estaco y del Tesoro […]: desempeñará todas las funciones propias de su carácter de Banco de Bancos” (1962: 8106). The control of the credit system had been transferred to the private sector and the Bank of Spain remained as the “órgano rector y apoyo de la Banca privada en la política de crédito” (1962: 8106). ",F,No,Yes,No,Yes,Yes,Yes,Yes,Yes,"Persona_jurídica, Estabilidad_interna, Interés_del_país",Yes,"Responsabilidades_Persona_física_jurídica, Responsabilidad_gobierno, Sistema_de_prevención, Central_de_riesgos, Inspección_de_banca_privada, Concentración_de_riesgo, Riesgo_excepcional, Límites_prudenciales, Inspecciones",Yes,"Nacionalización, Mercado_español_economía, Mercado_interior, Gobierno, Persona_jurídica, Banco_España, Función_esencial",No,No,Yes,"Reordenación_reorganización, Servicio_público, Crédito_extraordinario, Adaptación, Urgencia, Deuda, Estado_regulador_no_ejecutor, Endeudamiento_privado, Mercado, Emisión_billetes, Banca_privada, Crédito, Deuda_pública, Política_monetaria, Mercado_del_dinero, Mercado_abierto, Insolvencia",No,No,Yes,"Mercancía_peligrosa, Créditos_peligrosos",No,No,No,No,No,No,No,No
DMDLMA_3,"Decreto-Ley 20/1962, de 7 de junio, sobre reorganización del instituto de crédito de las cajas de ahorros",07/06/1962,1962-1971,"la concesion, de creditos con finalidad social encaminados a fomentar las tnversiones de caracter agricola la ayuda al artesano a los pequefiosnegocios comerciales o industriales, a los modestos aspirantes a la propiedad mob1l1aria y, en general, la entidades economicas de mas interes desde el punto de vista social",F,No,Yes,No,Yes,No,No,No,Yes,"Estímulo_orden_social, Equilibrio_económico_financiero, Mercado_carácter_social, Bienestar_social, Créditos_finalidad_social, Modestos_aspirantes_propiedad_mobiliaria, Clases_modestas_españolas, Obra_social, Plan_general_desarrollo_económico_social ",Yes,"Responsabilidad_gobierno, Inspecciones",Yes,"Combate_defensa_vigilancia, Mercado_español_economía, Gobierno",No,No,Yes,"Entidades_financieras_crédito, Economías_desarrolladas, Banca_privada, Crédito, Plan_general_desarrollo_económico_social , Propiedad_mobiliaria",No,No,No,No,No,No,No,No,No,No,Yes,"Modestos_aspirantes_propiedad_mobiliaria, Clases_modestas_españolas"
